Time,Reading
0,-0.14278774
0.000488281,-1.740795255
0.000976563,-1.155900836
0.001464844,-1.983838201
0.001953125,-0.85397774
0.002441406,-0.941646814
0.002929688,-1.27423954
0.003417969,-0.751407862
0.00390625,-1.695080042
0.004394531,-1.741518617
0.004882813,-1.565457106
0.005371094,-1.282051682
0.005859375,-1.757866144
0.006347656,-0.847323
0.006835938,-1.740650535
0.007324219,-2.300228119
0.0078125,-2.036352873
0.008300781,-2.423919678
0.008789063,-0.298306316
0.009277344,-1.339918971
0.009765625,-0.658096671
0.010253906,-0.808841228
0.010742188,-2.432744265
0.011230469,-1.026711822
0.01171875,-1.679889798
0.012207031,-0.756615877
0.012695313,-0.240004927
0.013183594,-0.375559241
0.013671875,0.223368064
0.014160156,-0.708441317
0.014648438,-0.667789459
0.015136719,-0.311037123
0.015625,-0.043545198
0.016113281,-0.080724984
0.016601563,0.561602831
0.017089844,0.138881698
0.017578125,-0.394076824
0.018066406,0.21526663
0.018554688,-0.490715325
0.019042969,1.255577326
0.01953125,0.570138276
0.020019531,1.26064074
0.020507813,2.100440979
0.020996094,0.254471779
0.021484375,1.202339292
0.021972656,0.090851776
0.022460938,1.211164117
0.022949219,2.084816694
0.0234375,1.99049294
0.023925781,2.407572031
0.024414063,0.992280781
0.024902344,1.202628732
0.025390625,0.841825604
0.025878906,1.611606359
0.026367188,2.128796101
0.026855469,2.66204381
0.02734375,2.196500778
0.027832031,0.873363316
0.028320313,0.386409372
0.028808594,-0.422721148
0.029296875,0.549016714
0.029785156,1.607121587
0.030273438,2.297624111
0.030761719,2.0871315
0.03125,0.365721792
0.031738281,-0.574478328
0.032226563,-0.546702027
0.032714844,0.835604846
0.033203125,1.478366733
0.033691406,1.921052098
0.034179688,0.796689034
0.034667969,-0.76095593
0.03515625,-0.735638976
0.035644531,-0.684137046
0.036132813,0.179388851
0.036621094,1.031630635
0.037109375,0.754879892
0.037597656,0.706271291
0.038085938,-0.722763479
0.038574219,-0.488111287
0.0390625,-0.21193926
0.039550781,-0.601386666
0.040039063,0.372810543
0.040527344,-0.382792681
0.041015625,-0.389447421
0.041503906,-1.192067862
0.041992188,-1.975447416
0.042480469,-1.413989305
0.04296875,-2.18015337
0.043457031,-0.719146788
0.043945313,-0.408254325
0.044433594,-0.560156167
0.044921875,-1.138251185
0.045410156,-1.753526092
0.045898438,-2.369235039
0.046386719,-2.687071562
0.046875,-1.237638474
0.047363281,-1.300279856
0.047851563,-0.643629849
0.048339844,-1.488782883
0.048828125,-2.37979579
0.049316406,-2.247858047
0.049804688,-2.913188219
0.050292969,-0.811589897
0.05078125,-0.369917184
0.051269531,0.023436286
0.051757813,-0.308722436
0.052246094,-2.028685331
0.052734375,-1.86651206
0.053222656,-2.199683428
0.053710938,-0.099821217
0.054199219,1.00559032
0.0546875,1.289285064
0.055175781,0.711768687
0.055664063,-1.093548656
0.056152344,-1.535076737
0.056640625,-1.627085805
0.057128906,0.646523237
0.057617188,0.792493701
0.058105469,1.583974719
0.05859375,0.80594784
0.059082031,-0.572597682
0.059570313,0.05265931
0.060058594,-0.872495294
0.060546875,1.691463351
0.061035156,2.062393188
0.061523438,2.402942657
0.062011719,1.913818717
0.0625,-0.025606312
0.062988281,0.572597682
0.063476563,0.224670082
0.063964844,1.934650898
0.064453125,2.70341897
0.064941406,2.471804857
0.065429688,2.35563612
0.065917969,0.593140602
0.06640625,0.384528697
0.066894531,0.899403632
0.067382813,2.017545938
0.067871094,2.48279953
0.068359375,2.088722944
0.068847656,0.814338624
0.069335938,-0.352556974
0.069824219,-0.099097878
0.0703125,0.707139313
0.070800781,1.671933055
0.071289063,1.877651572
0.071777344,1.33268559
0.072265625,0.674733579
0.072753906,0.321887255
0.073242188,0.315087855
0.073730469,-0.10922467
0.07421875,1.156768799
0.074707031,0.655492663
0.075195313,0.560734868
0.075683594,1.04002142
0.076171875,-0.73346895
0.076660156,-0.235520214
0.077148438,-0.44094938
0.077636719,-0.009548116
0.078125,0.941068172
0.078613281,0.098085195
0.079101563,0.658675373
0.079589844,-0.249408379
0.080078125,-1.23619175
0.080566406,-0.791770339
0.081054688,-1.19163394
0.081542969,-0.37194255
0.08203125,-0.38221401
0.082519531,-0.839510918
0.083007813,-1.53927207
0.083496094,-2.59636426
0.083984375,-1.759312868
0.084472656,-0.986060023
0.084960938,-0.445289433
0.085449219,-0.667789459
0.0859375,-1.158360124
0.086425781,-2.466741562
0.086914063,-2.380519152
0.087402344,-1.221580267
0.087890625,-1.819784164
0.088378906,-0.917487204
0.088867188,-1.816022873
0.089355469,-1.575583935
0.08984375,-1.314746737
0.090332031,-2.377480984
0.090820313,-0.714372694
0.091308594,-1.74947536
0.091796875,-0.729128897
0.092285156,-0.400876224
0.092773438,-1.264546752
0.093261719,-0.972750545
0.09375,-1.594969511
0.094238281,-0.026763661
0.094726563,-0.033997081
0.095214844,0.584605157
0.095703125,0.004340053
0.096191406,-0.400731564
0.096679688,-0.739689708
0.097167969,-0.655781984
0.09765625,0.611947477
0.098144531,-0.345902234
0.098632813,0.98851943
0.099121094,0.193855703
0.099609375,0.638277113
0.100097656,0.485362589
0.100585938,-0.439936697
0.101074219,1.743543983
0.1015625,1.54968822
0.102050781,1.920328736
0.102539063,1.475618005
0.103027344,0.083618358
0.103515625,0.690791786
0.104003906,1.061142921
0.104492188,2.516796827
0.104980469,2.536761045
0.10546875,2.035195589
0.105957031,1.241110444
0.106445313,0.637409091
0.106933594,1.620286465
0.107421875,1.964452624
0.107910156,2.409308195
0.108398438,1.373192787
0.108886719,0.884647489
0.109375,0.572597682
0.109863281,0.269372612
0.110351563,1.347152472
0.110839844,0.826346099
0.111328125,1.376375437
0.111816406,0.767610729
0.112304688,0.37179786
0.112792969,0.85759449
0.11328125,0.643195868
0.113769531,0.871482611
0.114257813,0.434439301
0.114746094,0.700629234
0.115234375,-0.131792948
0.115722656,0.071466208
0.116210938,0.122823499
0.116699219,-0.059458725
0.1171875,1.007181644
0.117675781,0.211505249
0.118164063,0.484060585
0.118652344,-0.7026546
0.119140625,-0.828660786
0.119628906,0.551910043
0.120117188,0.175338134
0.120605469,0.480443865
0.12109375,-0.804211795
0.121582031,-1.671933055
0.122070313,-1.247331262
0.122558594,-1.328056216
0.123046875,-0.105607957
0.123535156,-1.319954753
0.124023438,-1.715767622
0.124511719,-1.031196594
0.125,-1.459559798
0.125488281,-0.947288871
0.125976563,-1.302594543
0.126464844,-1.609146953
0.126953125,-2.075268745
0.127441406,-1.47388196
0.127929688,-1.734285116
0.128417969,-1.865499496
0.12890625,-1.853636622
0.129394531,-2.244241476
0.129882813,-0.685873032
0.130371094,-1.752079368
0.130859375,-1.419197321
0.131347656,-1.193080544
0.131835938,-1.948828459
0.132324219,-0.369627833
0.1328125,-1.214925528
0.133300781,-0.324201971
0.133789063,-0.90909642
0.134277344,-0.886383474
0.134765625,0.087379731
0.135253906,-0.686885715
0.135742188,0.401599556
0.136230469,-0.333460748
0.13671875,0.057867374
0.137207031,-0.137579679
0.137695313,-0.285141468
0.138183594,0.082027003
0.138671875,-0.45816493
0.139160156,0.644931853
0.139648438,0.268938631
0.140136719,1.280604959
0.140625,0.429665238
0.141113281,0.604858696
0.141601563,1.476630688
0.142089844,0.897522986
0.142578125,1.662384987
0.143066406,0.639723837
0.143554688,1.07792449
0.144042969,1.411674619
0.14453125,1.422669411
0.145019531,2.270426273
0.145507813,1.257313371
0.145996094,1.79764998
0.146484375,1.127545714
0.146972656,1.425128698
0.147460938,1.974000812
0.147949219,1.621588469
0.1484375,1.835987091
0.148925781,0.800884426
0.149414063,0.923563302
0.149902344,0.969423175
0.150390625,1.077201128
0.150878906,1.513087153
0.151367188,0.951773643
0.151855469,1.041902065
0.15234375,0.411581695
0.152832031,0.352267623
0.153320313,0.751407862
0.153808594,1.170222998
0.154296875,1.003709555
0.154785156,0.937162101
0.155273438,0.279499412
0.155761719,-0.728405535
0.15625,0.053237982
0.156738281,0.173312783
0.157226563,0.360369056
0.157714844,0.95047158
0.158203125,-0.15826726
0.158691406,0.234941542
0.159179688,-1.094127417
0.159667969,-0.396825522
0.16015625,0.772095442
0.160644531,-0.167960048
0.161132813,0.552778065
0.161621094,-1.163278818
0.162109375,-1.255432606
0.162597656,-1.667737722
0.163085938,-1.389829636
0.163574219,-0.463662326
0.1640625,-1.271780133
0.164550781,-0.765730023
0.165039063,-1.486323476
0.165527344,-1.292323112
0.166015625,-1.930889606
0.166503906,-1.48444283
0.166992188,-1.373482108
0.167480469,-1.449577689
0.16796875,-0.696723163
0.168457031,-1.848283887
0.168945313,-1.936386943
0.169433594,-2.601283073
0.169921875,-2.260299683
0.170410156,-1.003275633
0.170898438,-1.411240578
0.171386719,-0.549161375
0.171875,-0.914449155
0.172363281,-1.545637488
0.172851563,-1.201326609
0.173339844,-1.796781898
0.173828125,-1.067797661
0.174316406,-0.489847302
0.174804688,0.44413209
0.175292969,0.387856066
0.17578125,-0.496357381
0.176269531,-0.767466009
0.176757813,-1.134489894
0.177246094,0.229878142
0.177734375,-0.066981487
0.178222656,0.98851943
0.178710938,-0.151757181
0.179199219,-0.394221485
0.1796875,0.429520577
0.180175781,-0.238558248
0.180664063,1.418040037
0.181152344,-0.069440849
0.181640625,1.35670054
0.182128906,1.851032615
0.182617188,1.044072032
0.183105469,1.662240267
0.18359375,0.052948646
0.184082031,0.965806484
0.184570313,1.294782519
0.185058594,2.276647091
0.185546875,2.564248085
0.186035156,2.132991314
0.186523438,1.549977541
0.187011719,0.472053111
0.1875,1.131307125
0.187988281,1.509470463
0.188476563,2.890330553
0.188964844,2.2040236
0.189453125,1.010364294
0.189941406,0.2428983
0.190429688,-0.615274847
0.190917969,0.721316814
0.19140625,1.397063017
0.191894531,1.859278679
0.192382813,1.680179119
0.192871094,0.150744513
0.193359375,-0.078265622
0.193847656,0.28933686
0.194335938,0.624678314
0.194824219,1.076477766
0.1953125,1.295650482
0.195800781,0.725367546
0.196289063,0.069296181
0.196777344,0.12398085
0.197265625,-0.679073632
0.197753906,-0.217581317
0.198242188,0.333750069
0.198730469,0.770214736
0.19921875,1.265125394
0.199707031,-0.804790497
0.200195313,-0.132660955
0.200683594,-0.869891286
0.201171875,-0.42373383
0.201660156,0.373099893
0.202148438,-0.739255667
0.202636719,-0.37194255
0.203125,-1.932770252
0.203613281,-1.058683634
0.204101563,-1.350769162
0.204589844,-1.575439215
0.205078125,-1.137817264
0.205566406,-1.124507785
0.206054688,-0.882766783
0.206542969,-1.417027354
0.20703125,-1.333408952
0.207519531,-2.632820845
0.208007813,-1.70144546
0.208496094,-1.345561147
0.208984375,-1.148378015
0.209472656,-1.285379052
0.209960938,-2.684178114
0.210449219,-1.967346072
0.2109375,-2.142394781
0.211425781,-1.57717526
0.211914063,-0.150310501
0.212402344,-0.659832716
0.212890625,-0.327529341
0.213378906,-1.123495102
0.213867188,-1.984416842
0.214355469,-1.373626828
0.21484375,-1.344982386
0.215332031,0.484928578
0.215820313,0.692817152
0.216308594,0.414475054
0.216796875,-0.074793577
0.217285156,-1.130439162
0.217773438,-0.911121786
0.218261719,-0.762981296
0.21875,0.909385741
0.219238281,0.607462764
0.219726563,1.0262779
0.220214844,0.240872934
0.220703125,-0.38915807
0.221191406,0.164632678
0.221679688,-0.34778291
0.222167969,2.137042046
0.22265625,2.041271687
0.223144531,1.918882132
0.223632813,1.186281204
0.224121094,-0.22741878
0.224609375,0.713504732
0.225097656,0.955245674
0.225585938,2.542837143
0.226074219,2.557882547
0.2265625,2.058487177
0.227050781,1.40154779
0.227539063,0.453824878
0.228027344,1.224184275
0.228515625,1.674826503
0.229003906,2.68258667
0.229492188,1.843654513
0.229980469,1.061721683
0.23046875,0.715096056
0.230957031,0.057433367
0.231445313,1.115393639
0.231933594,1.064615011
0.232421875,1.535221457
0.232910156,1.063602328
0.233398438,0.233494848
0.233886719,0.49606806
0.234375,0.730286241
0.234863281,0.896654963
0.235351563,0.823742032
0.235839844,0.800305784
0.236328125,-0.228431448
0.236816406,-0.071900211
0.237304688,0.254182428
0.237792969,-0.228286788
0.23828125,0.469883084
0.238769531,-0.137869015
0.239257813,0.458743602
0.239746094,-0.064956129
0.240234375,-0.426337868
0.240722656,0.511692226
0.241210938,-0.560011506
0.241699219,0.205863178
0.2421875,-0.515598297
0.242675781,-0.717989445
0.243164063,-1.030328631
0.243652344,-1.919316053
0.244140625,-0.795097709
0.244628906,-1.69088459
0.245117188,-1.00226295
0.245605469,-0.933834732
0.24609375,-0.878716052
0.246582031,-1.267006159
0.247070313,-2.014508009
0.247558594,-1.704483509
0.248046875,-1.920184135
0.248535156,-0.830252111
0.249023438,-1.1913445
0.249511719,-1.954759836
0.25,-2.309197426
0.250488281,-2.649747133
0.250976563,-1.14678669
0.251464844,-1.098467469
0.251953125,-1.018899798
0.252441406,-1.017597795
0.252929688,-1.645892739
0.253417969,-0.9918468
0.25390625,-1.29825449
0.254394531,-0.836617529
0.254882813,-1.045229435
0.255371094,-0.445434093
0.255859375,0.243766308
0.256347656,-0.188647643
0.256835938,-0.161015972
0.257324219,-1.191055179
0.2578125,-0.014177507
0.258300781,0.1723001
0.258789063,0.782222211
0.259277344,0.337656111
0.259765625,-1.163278818
0.260253906,-0.007233422
0.260742188,-0.197617084
0.261230469,1.454641104
0.26171875,1.331672907
0.262207031,0.510245562
0.262695313,1.538404107
0.263183594,0.699761212
0.263671875,1.452905059
0.264160156,1.125086427
0.264648438,0.764283359
0.265136719,1.810959458
