Time,Reading
0,-10.69143105
0.000488281,-8.709618568
0.000976563,-0.481601208
0.001464844,5.178406715
0.001953125,9.271510124
0.002441406,2.099717617
0.002929688,1.527264595
0.003417969,-0.113275386
0.00390625,-1.792731166
0.004394531,0.713215351
0.004882813,-1.290442467
0.005371094,4.854783058
0.005859375,9.908341408
0.006347656,8.765893936
0.006835938,1.240242481
0.007324219,-7.701134682
0.0078125,-8.408129692
0.008300781,0.403480262
0.008789063,10.35985088
0.009277344,9.737342834
0.009765625,2.860818148
0.010253906,-8.899857521
0.010742188,-8.096802711
0.011230469,-1.388382912
0.01171875,4.935508251
0.012207031,8.250295639
0.012695313,2.605333805
0.013183594,0.79914844
0.013671875,-0.564351559
0.014160156,-1.164870262
0.014648438,0.555816114
0.015136719,-1.771175623
0.015625,1.550845623
0.016113281,7.154143333
0.016601563,6.297272205
0.017089844,1.609870315
0.017578125,-6.947990894
0.018066406,-9.997022629
0.018554688,-2.226736546
0.019042969,5.200685501
0.01953125,8.280531883
0.020019531,1.821375608
0.020507813,-8.179986954
0.020996094,-7.858389378
0.021484375,-4.065617085
0.021972656,3.023715019
0.022460938,4.899630547
0.022949219,0.440081358
0.0234375,-0.228142112
0.023925781,-2.615749836
0.024414063,-1.423392653
0.024902344,-1.242701888
0.025390625,-3.314932585
0.025878906,-0.226984769
0.026367188,4.145329475
0.026855469,4.595826626
0.02734375,-0.606450081
0.027832031,-8.167401314
0.028320313,-11.36356068
0.028808594,-3.549005985
0.029296875,4.320522785
0.029785156,5.967717648
0.030273438,0.847901702
0.030761719,-10.16425896
0.03125,-9.400265694
0.031738281,-4.105979443
0.032226563,2.521860123
0.032714844,5.887426376
0.033203125,-0.507207513
0.033691406,-1.011376977
0.034179688,-2.244096756
0.034667969,-2.528804302
0.03515625,-0.002314695
0.035644531,-3.550741911
0.036132813,0.556105435
0.036621094,4.903391838
0.037109375,6.264287949
0.037597656,2.148470879
0.038085938,-6.92195034
0.038574219,-9.065358162
0.0390625,-3.33706665
0.039550781,6.280345917
0.040039063,7.711840153
0.040527344,4.395895004
0.041015625,-6.674856663
0.041503906,-8.377025604
0.041992188,-1.981089473
0.042480469,2.754052877
0.04296875,8.609507561
0.043457031,2.936190605
0.043945313,1.370588779
0.044433594,0.448906153
0.044921875,-1.769584298
0.045410156,2.08727622
0.045898438,-0.130924925
0.046386719,3.00649929
0.046875,7.86894989
0.047363281,7.025967121
0.047851563,2.913332939
0.048339844,-5.404089451
0.048828125,-7.17367363
0.049316406,0.101846576
0.049804688,8.066567421
0.050292969,8.840542793
0.05078125,3.634071112
0.051269531,-7.696360588
0.051757813,-8.00363636
0.052246094,-1.966912031
0.052734375,4.258893967
0.053222656,8.300785065
0.053710938,2.528948784
0.054199219,1.178469062
0.0546875,0.111394696
0.055175781,-1.207113385
0.055664063,0.560590148
0.056152344,-1.850309253
0.056640625,0.714951396
0.057128906,7.19132328
0.057617188,6.407654285
0.058105469,2.384135723
0.05859375,-6.256909847
0.059082031,-10.0473671
0.059570313,-2.125468731
0.060058594,4.653115273
0.060546875,8.277204514
0.061035156,2.356504202
0.061523438,-8.378761292
0.062011719,-8.608639717
0.0625,-4.338895798
0.062988281,3.407809496
0.063476563,6.087792397
0.063964844,0.217870653
0.064453125,-1.234455705
0.064941406,-2.86197567
0.065429688,-1.996279716
0.065917969,-0.139315695
0.06640625,-2.992177248
0.066894531,-0.718278766
0.067382813,3.435296535
0.067871094,4.121314526
0.068359375,0.955968976
0.068847656,-7.300258636
0.069335938,-11.41636467
0.069824219,-5.026360035
0.0703125,3.133518219
0.070800781,6.558688164
0.071289063,1.866222739
0.071777344,-8.515328407
0.072265625,-9.559111595
0.072753906,-5.336095333
0.073242188,1.717214346
0.073730469,5.685614109
0.07421875,0.142209068
0.074707031,-0.439068705
0.075195313,-1.808500051
0.075683594,-2.919987679
0.076171875,-0.190238982
0.076660156,-3.775122643
0.077148438,0.788008928
0.077636719,4.431772709
0.078125,5.715270996
0.078613281,3.111383915
0.079101563,-6.994140148
0.079589844,-8.767485619
0.080078125,-4.543890953
0.080566406,5.893502712
0.081054688,8.097092628
0.081542969,4.333108902
0.08203125,-5.601995945
0.082519531,-9.300588608
0.083007813,-2.520702839
0.083496094,3.051635981
0.083984375,9.239249229
0.084472656,3.146393776
0.084960938,0.664172769
0.085449219,0.192698359
0.0859375,-1.435400248
0.086425781,3.109647989
0.086914063,-0.345757544
0.087402344,2.118524551
0.087890625,6.445123196
0.088378906,7.488471985
0.088867188,6.348629475
0.089355469,-4.774492264
0.08984375,-7.879944801
0.090332031,-3.026029587
0.090820313,6.1364007
0.091308594,10.85172367
0.091796875,5.271283627
0.092285156,-5.563224792
0.092773438,-9.008213997
0.093261719,-4.462008476
0.09375,4.136070728
0.094238281,8.695151329
0.094726563,3.857728481
0.095214844,1.049714208
0.095703125,-1.192646503
0.096191406,-1.486468196
0.096679688,1.369865417
0.097167969,-0.681532979
0.09765625,0.776435494
0.098144531,5.346655846
0.098632813,5.208642483
0.099121094,3.860766411
0.099609375,-5.083070278
0.100097656,-8.980727196
0.100585938,-3.247227669
0.101074219,2.409452677
0.1015625,8.426068306
0.102050781,2.947040558
0.102539063,-6.807662487
0.103027344,-8.225992203
0.103515625,-6.324035645
0.104003906,3.054239988
0.104492188,6.252135754
0.104980469,1.221290946
0.10546875,-0.28586483
0.105957031,-3.825467348
0.106445313,-1.872009516
0.106933594,0.352556974
0.107421875,-2.437518358
0.107910156,0.036311775
0.108398438,2.281710625
0.108886719,3.491138697
0.109375,1.554317594
0.109863281,-7.558491707
0.110351563,-10.74380112
0.110839844,-5.393672943
0.111328125,2.718898535
0.111816406,6.649250507
0.112304688,1.508168459
0.112792969,-8.052968025
0.11328125,-9.887942314
0.113769531,-5.944570541
0.114257813,1.118286967
0.114746094,5.776755333
0.115234375,0.312194467
0.115722656,-0.200944453
0.116210938,-0.74735713
0.116699219,-2.287931204
0.1171875,0.238702908
0.117675781,-5.058765888
0.118164063,-1.027869225
0.118652344,4.238929749
0.119140625,6.542629719
0.119628906,6.338068485
0.120117188,-6.315355778
0.120605469,-10.22400761
0.12109375,-6.852943897
0.121582031,4.044929504
0.122070313,9.8778162
0.122558594,6.07130003
0.123046875,-4.13317728
0.123535156,-10.25568962
0.124023438,-4.675105095
0.124511719,2.35910821
0.125,9.266736031
0.125488281,4.649064541
0.125976563,0.904033065
0.126464844,0.277908057
0.126953125,-1.802134633
0.127441406,2.371694326
0.127929688,0.092298463
0.128417969,1.925536871
0.12890625,6.829507351
0.129394531,6.880430698
0.129882813,6.0883708
0.130371094,-4.147644043
0.130859375,-8.003781319
0.131347656,-2.792245388
0.131835938,6.066092014
0.132324219,10.77649593
0.1328125,5.385426998
0.133300781,-5.244375229
0.133789063,-9.332994461
0.134277344,-4.747149944
0.134765625,3.169251442
0.135253906,8.840398788
0.135742188,4.811238289
0.136230469,2.045032978
0.13671875,-0.192553684
0.137207031,-2.041416168
0.137695313,-0.472197771
0.138183594,-1.674392462
0.138671875,1.328924179
0.139160156,6.852509499
0.139648438,7.151105404
0.140136719,3.537866592
0.140625,-6.159837246
0.141113281,-10.81092739
0.141601563,-4.29129982
0.142089844,4.383453369
0.142578125,9.401712418
0.143066406,3.797546387
0.143554688,-7.711840153
0.144042969,-10.32238197
0.14453125,-6.209024429
0.145019531,3.221042633
0.145507813,7.845658302
0.145996094,1.751934767
0.146484375,-1.091957331
0.146972656,-4.127679825
0.147460938,-2.583344221
0.147949219,0.237979576
0.1484375,-2.296756029
0.148925781,0.037613794
0.149414063,2.207784891
0.149902344,4.192924976
0.150390625,2.078306675
0.150878906,-6.654747963
0.151367188,-11.3580637
0.151855469,-7.174830914
0.15234375,2.592602968
0.152832031,6.711168766
0.153320313,2.878033876
0.153808594,-7.007015705
0.154296875,-10.57960224
0.154785156,-6.456552029
0.155273438,0.951194942
0.155761719,6.522810459
0.15625,0.967253149
0.156738281,-1.088919282
0.157226563,-1.704338789
0.157714844,-2.535459042
0.158203125,0.277618736
0.158691406,-3.181548119
0.159179688,-0.062062759
0.159667969,3.458298922
0.16015625,4.633006573
0.160644531,4.386925697
0.161132813,-5.377759457
0.161621094,-8.384838104
0.162109375,-5.576534271
0.162597656,3.734905005
0.163085938,7.922043324
0.163574219,3.831109524
0.1640625,-3.333884001
0.164550781,-7.838859081
0.165039063,-2.763311625
0.165527344,2.265362978
0.166015625,6.770916462
0.166503906,3.043968439
0.166992188,0.624244273
0.167480469,2.143986225
0.16796875,0.410424352
0.168457031,2.524753571
0.168945313,-1.141723275
0.169433594,0.622797608
0.169921875,6.234486103
0.170410156,7.936799526
0.170898438,6.937285423
0.171386719,-4.056792259
0.171875,-7.915967464
0.172363281,-3.840802193
0.172851563,6.218428135
0.173339844,10.65222645
0.173828125,4.549098969
0.174316406,-5.466586113
0.174804688,-9.562149048
0.175292969,-3.182416201
0.17578125,4.716046333
0.176269531,9.202069283
0.176757813,3.221910715
0.177246094,-0.585907161
0.177734375,-1.465201855
0.178222656,-0.308433086
0.178710938,2.398313284
0.179199219,-0.028210344
0.1796875,0.449484825
0.180175781,3.860766411
0.180664063,5.753029346
0.181152344,3.994584799
0.181640625,-4.152562618
0.182128906,-9.23592186
0.182617188,-4.879087448
0.183105469,3.438045263
0.18359375,8.354167938
0.184082031,3.418370485
0.184570313,-6.956092358
0.185058594,-9.734594345
0.185546875,-5.649446964
0.186035156,3.497503996
0.186523438,7.61071682
0.187011719,1.69768405
0.1875,-1.721264958
0.187988281,-4.485589504
0.188476563,-1.774502993
0.188964844,0.782800913
0.189453125,-1.383608937
0.189941406,-0.108211987
0.190429688,1.71171689
0.190917969,3.471174479
0.19140625,1.081541181
0.191894531,-6.654603004
0.192382813,-10.87038612
0.192871094,-6.994140148
0.193359375,3.167804718
0.193847656,6.742561817
0.194335938,2.107385159
0.194824219,-7.232698441
0.1953125,-10.99899673
0.195800781,-6.669938087
0.196289063,0.853833079
0.196777344,6.107033253
0.197265625,2.106372356
0.197753906,-0.110816017
0.198242188,-0.694119155
0.198730469,-1.066495657
0.19921875,-1.608568311
0.199707031,-5.228606701
0.200195313,-2.09407568
0.200683594,4.227500916
0.201171875,8.308452606
0.201660156,6.345157623
0.202148438,-5.231934071
0.202636719,-11.710186
0.203125,-8.872080803
0.203613281,3.828939438
